3.083054 0.640254 0.000000
3.123377 0.139741 0.000000
3.105080 -0.539133 0.000000
3.008080 -1.442962 0.000000
2.807101 -2.629401 0.000000
2.470446 -4.169698 0.000000
1.958486 -6.151785 0.000000
1.221812 -8.684074 0.000000
0.198958 -11.900091 0.000000
-1.186380 -15.964158 0.000000
-3.028761 -21.078340 0.000000
-5.445186 -27.490941 0.000000
-8.580221 -35.506906 0.000000
-12.612276 -45.500529 0.000000
-17.761294 -57.931007 0.000000
-24.298156 -73.361444 0.000000
-32.556198 -92.482098 0.000000
-42.945298 -116.138792 0.000000
-55.969110 -145.367643 0.000000
-72.246145 -181.437513 0.000000
-92.535554 -225.901891 0.000000
-117.768653 -280.662298 0.000000
-149.087473 -348.045771 0.000000
-187.891884 -430.899548 0.000000
-235.897208 -532.706770 0.000000
-295.204642 -657.727841 0.000000
-368.387330 -811.173164 0.000000
-458.595561 -999.414179 0.000000
-569.685335 -1230.241196 0.000000
-706.375474 -1513.178402 0.000000
-874.439603 -1859.868699 0.000000
-1080.940748 -2284.543845 0.000000
-1334.517972 -2804.598795 0.000000
-1645.736608 -3441.293326 0.000000
-2027.516160 -4220.609135 0.000000
-2495.653093 -5174.296852 0.000000
-3069.459540 -6341.155028 0.000000
-3772.543598 -7768.592467 0.000000
-4633.762582 -9514.536671 0.000000
-5688.387559 -11649.765031 0.000000
-6979.525955 -14260.752399 0.000000
-8559.859398 -17453.149377 0.000000
-10493.766627 -21356.031008 0.000000
-12859.916745 -26127.086460 0.000000
-15754.436986 -31958.958075 0.000000
-19294.782235 -39086.984293 0.000000
-23624.461713 -47798.657307 0.000000
-28918.812647 -58445.175146 0.000000
-35392.052780 -71455.551936 0.000000
-43305.894919 -87353.852788 0.000000
-52980.069412 -106780.245153 0.000000
-64805.177055 -130516.711705 0.000000
-79258.388443 -159518.456865 0.000000
-96922.620073 -194952.267644 0.000000
-118509.957041 -238243.368584 0.000000
-144890.262627 -291132.651486 0.000000
-177126.123278 -355746.577030 0.000000
-216515.531757 -434682.553970 0.000000
